geofence_risk,anomalies,time_of_day,movement_speed_kmh,historical_incidents_nearby,label
7,0,13,0.27,2,warning
0,3,13,2.17,1,warning
2,0,7,2.8,2,safe
2,4,22,8.69,0,warning
8,2,4,7.27,1,danger
4,5,18,2.35,1,danger
8,4,13,4.17,3,danger
8,2,8,9.03,2,danger
0,5,6,0.09,3,warning
1,5,7,8.1,3,danger
4,5,13,14.68,2,danger
3,1,21,0.16,4,warning
9,5,13,0.23,2,danger
8,3,10,2.11,4,danger
6,0,13,0.46,0,warning
5,3,20,3.26,2,danger
6,0,7,6.52,2,warning
0,4,2,4.18,1,warning
0,4,22,1.09,2,warning
7,0,17,5.32,1,warning
1,3,2,5.77,1,warning
9,0,12,13.47,2,danger
10,5,11,0.79,2,danger
8,1,14,5.89,2,danger
6,4,17,12.12,1,danger
5,1,4,3.48,2,warning
0,5,6,2.25,0,warning
0,5,10,0.94,1,warning
1,4,10,10.08,1,warning
5,4,14,2.51,0,danger
5,5,9,12.94,3,danger
1,2,14,9.41,1,safe
0,1,12,2.36,2,safe
9,1,13,4.27,1,danger
4,2,16,0.14,1,warning
4,3,12,1.53,2,warning
1,1,9,6.19,1,safe
5,0,0,5.66,1,warning
8,5,0,2.18,1,danger
1,5,14,8.27,0,warning
9,2,15,1.34,2,danger
1,1,11,3.09,2,safe
2,3,23,3.2,0,warning
6,1,5,2.08,1,warning
5,5,5,15.47,2,danger
7,4,11,5.96,1,danger
7,0,14,3.87,0,warning
5,2,3,3.57,1,warning
10,4,23,0.87,2,danger
9,3,3,2.33,2,danger
2,4,1,5.59,1,warning
2,4,23,12.92,2,warning
0,3,11,8.48,1,warning
6,4,6,1.79,0,danger
4,2,19,2.85,1,warning
3,5,8,0.43,4,danger
9,1,8,0.54,2,danger
3,4,7,3.18,1,warning
3,2,13,3.78,2,warning
5,1,0,1.53,1,warning
7,1,22,5.15,0,warning
7,4,20,6.08,0,danger
4,2,22,1.78,0,warning
5,5,11,7.1,2,danger
3,4,1,1.15,1,danger
10,3,12,3.93,1,danger
8,1,3,8.16,2,danger
7,4,19,3.85,3,danger
9,1,17,11.93,3,danger
9,2,18,0.3,0,danger
0,0,15,4.44,1,safe
1,4,13,4.12,3,warning
8,5,7,5.4,4,danger
7,4,11,8.96,1,danger
2,1,8,6.47,1,safe
7,2,5,7.81,2,danger
0,3,17,1.7,3,warning
9,5,1,2.45,1,danger
3,2,22,4.93,1,warning
2,4,7,4.03,1,warning
5,3,23,16.23,1,danger
6,2,13,1.03,1,warning
3,0,5,2.16,3,warning
6,5,9,4.25,1,danger
8,1,7,10.12,0,warning
10,2,16,13.25,0,danger
1,2,11,2.05,1,safe
10,0,16,0.35,1,danger
2,4,12,2.74,0,warning
4,5,18,2.51,0,danger
2,5,11,21.52,2,danger
10,1,15,2.82,0,danger
7,2,4,1.82,1,danger
9,3,15,2.27,5,danger
7,2,5,2.53,2,danger
7,1,10,8.62,1,warning
8,2,16,0.42,5,danger
3,0,22,1.9,3,warning
4,2,13,16.95,1,warning
4,2,5,0.83,1,warning
7,3,22,6.79,2,danger
6,0,10,2.2,1,warning
8,0,11,4.36,1,warning
7,2,12,0.52,1,danger
1,5,3,1.83,1,warning
9,3,6,3.47,3,danger
3,2,1,1.32,1,warning
5,2,5,3.9,1,warning
1,1,5,1.24,2,safe
6,1,17,5.25,1,warning
2,5,19,11.74,3,danger
2,3,7,0.45,0,warning
10,4,7,1.22,0,danger
1,1,7,9.3,0,safe
10,4,7,4.99,0,danger
7,0,0,0.41,3,warning
5,1,1,3.33,3,warning
0,1,11,1.18,4,safe
0,3,14,1.11,2,warning
6,5,3,14.12,2,danger
7,4,2,7.17,2,danger
4,1,13,5.96,3,warning
10,1,21,1.37,4,danger
4,3,22,0.63,3,danger
3,3,7,10.23,0,warning
5,5,12,0.03,4,danger
5,4,22,2.46,3,danger
2,0,18,1.63,1,safe
8,5,21,4.22,5,danger
10,0,4,1.44,2,danger
6,2,12,1.86,1,warning
0,1,19,9.49,1,safe
6,4,0,4.62,0,danger
4,5,15,0.79,3,danger
4,1,22,6.48,3,warning
1,4,23,1.16,1,warning
3,4,1,2.84,0,warning
5,4,6,5.2,1,danger
9,1,5,1.59,1,danger
10,5,4,2.42,1,danger
6,3,3,6.62,1,danger
10,1,1,13.9,0,danger
4,4,9,3.77,1,danger
8,5,21,0.05,3,danger
2,2,4,2.07,2,warning
0,0,17,2.54,2,safe
3,4,9,2.07,0,warning
8,2,22,2.87,0,danger
3,3,21,5.01,1,warning
1,4,14,0.65,1,warning
9,2,8,1.59,1,danger
4,4,10,3.54,0,danger
2,1,20,1.9,0,safe
8,5,16,23.6,3,danger
3,2,20,2.82,2,warning
5,5,8,10.19,2,danger
1,1,22,11.34,1,safe
5,1,15,9.04,1,warning
2,5,5,0.24,2,danger
8,2,21,14.76,4,danger
10,5,10,0.69,1,danger
1,5,22,0.18,1,warning
8,0,16,2.68,1,warning
4,2,3,1.08,1,warning
7,0,14,1.02,1,warning
1,4,0,1.7,3,warning
5,5,21,1.43,2,danger
2,4,19,5.77,3,warning
9,2,0,1.03,2,danger
4,5,8,3.92,2,danger
7,4,11,21.5,1,danger
9,3,3,2.83,2,danger
0,1,21,5.13,3,safe
4,5,12,17.43,3,danger
2,1,6,0.74,2,safe
3,0,7,2.71,0,safe
1,4,12,9.49,1,warning
8,0,10,13.46,0,warning
2,5,8,4.6,2,danger
1,1,23,0.77,2,safe
9,1,15,11.59,1,danger
10,4,9,0.96,0,danger
8,5,10,2.18,3,danger
6,3,11,2.35,0,danger
5,3,13,2.96,1,danger
0,4,18,7.81,1,warning
4,5,11,8.1,1,danger
10,4,17,6.36,2,danger
10,5,20,0.11,1,danger
2,0,16,4.16,2,safe
0,4,2,6.88,0,warning
3,5,0,2.94,3,danger
1,3,18,14.5,0,warning
1,5,3,8.68,2,danger
2,5,22,5.08,0,danger
7,4,15,0.32,5,danger
7,0,11,5.28,0,warning
6,0,20,12.13,1,warning
5,0,20,2.39,2,warning
8,0,12,9.1,1,warning
3,2,16,1.88,1,warning
0,4,7,4.22,2,warning
7,1,12,5.23,2,warning
6,4,19,5.67,0,danger
6,2,4,10.71,3,danger
2,0,17,1.34,2,safe
3,2,14,1.52,3,warning
9,3,11,6.09,0,danger
8,3,16,0.98,2,danger
5,4,14,3.12,3,danger
4,4,1,0.1,2,danger
2,1,5,0.76,1,safe
8,1,16,5.68,2,danger
4,3,15,6.88,1,warning
4,0,16,0.61,0,safe
3,2,19,1.29,2,warning
3,1,8,0.52,0,safe
0,5,4,2.84,2,warning
6,1,22,0.67,0,warning
8,0,0,2.88,0,warning
2,0,5,6.59,3,safe
1,4,23,5.75,2,warning
2,2,13,1.65,1,warning
0,0,16,5.6,1,safe
5,1,18,13.14,0,warning
10,1,0,2.13,4,danger
10,3,0,2.0,0,danger
6,0,12,4.24,2,warning
10,5,13,1.41,2,danger
10,4,5,5.27,2,danger
1,2,5,8.93,2,warning
7,5,0,3.07,1,danger
5,4,13,5.69,0,danger
3,1,2,5.28,0,warning
4,5,22,0.2,1,danger
7,4,9,1.01,1,danger
2,1,18,11.2,0,safe
2,1,18,13.98,0,safe
10,1,18,7.58,1,danger
3,1,22,12.71,0,warning
0,1,3,1.83,2,safe
8,3,19,1.42,1,danger
7,5,18,2.42,1,danger
7,4,9,0.28,0,danger
9,3,1,8.3,0,danger
5,3,3,20.73,2,danger
6,0,23,8.69,0,warning
5,0,5,4.05,2,warning
8,0,6,1.75,1,warning
2,2,15,1.1,0,warning
2,0,6,2.26,1,safe
2,4,17,5.5,3,warning
9,3,19,2.96,3,danger
2,4,21,13.6,1,warning
8,5,18,9.63,1,danger
3,0,8,0.54,0,safe
6,2,19,0.71,1,warning
8,5,9,5.64,2,danger
10,2,12,1.31,0,danger
6,5,17,7.83,3,danger
8,3,15,4.47,1,danger
2,4,21,1.31,2,warning
3,1,16,3.26,4,warning
7,4,21,2.61,0,danger
5,0,12,10.32,4,warning
4,1,11,0.16,0,warning
3,2,9,11.31,3,warning
7,3,0,5.28,2,danger
0,3,7,6.69,0,safe
8,2,20,0.01,2,danger
0,0,21,4.95,1,safe
7,2,17,4.44,1,danger
3,5,1,3.85,1,danger
8,0,15,7.71,1,warning
10,1,11,4.06,0,danger
4,2,8,9.73,2,warning
2,0,2,1.32,1,safe
8,1,21,8.2,1,danger
10,2,20,0.99,2,danger
8,3,3,8.39,1,danger
3,2,1,14.11,1,warning
10,4,7,2.05,2,danger
3,2,9,3.77,2,warning
7,4,15,5.37,1,danger
1,1,22,0.41,2,safe
8,2,10,3.41,0,danger
5,1,17,2.24,2,warning
8,1,21,10.3,2,danger
7,0,13,10.46,1,warning
6,1,7,6.03,0,warning
0,1,22,5.33,2,safe
2,2,14,6.62,0,warning
10,2,16,2.28,0,danger
1,3,20,2.59,2,warning
4,0,17,4.03,1,safe
4,1,5,13.91,1,warning
4,0,22,6.44,1,warning
3,4,13,4.0,2,danger
4,1,22,7.36,2,warning
2,0,2,2.32,2,safe
0,3,6,6.56,0,safe
4,3,14,2.64,2,warning
8,1,20,1.64,2,danger
8,4,23,4.7,2,danger
3,3,15,5.81,2,warning
2,3,15,3.07,0,warning
0,4,7,4.17,2,warning
1,0,6,5.92,0,safe
7,3,5,7.3,2,danger
0,2,1,11.3,4,warning
7,5,21,2.19,2,danger
6,5,12,15.13,1,danger
7,3,11,5.07,3,danger
5,0,14,7.75,1,warning
8,0,8,6.02,0,warning
2,1,1,1.15,0,safe
9,2,16,0.37,1,danger
3,0,4,6.48,1,safe
5,4,10,3.58,3,danger
7,2,21,6.06,4,danger
4,5,18,3.24,1,danger
2,2,23,1.87,1,warning
5,4,6,1.68,2,danger
3,3,1,6.56,1,warning
8,4,15,1.62,0,danger
2,4,11,6.27,0,warning
3,3,22,2.42,5,danger
6,3,14,7.37,0,danger
6,3,0,0.77,1,danger
3,3,12,1.15,4,warning
5,3,22,5.79,1,danger
2,4,5,4.11,2,warning
5,1,12,1.14,2,warning
1,1,17,11.66,1,safe
7,0,2,1.61,2,warning
1,1,0,2.73,0,safe
10,5,14,1.13,5,danger
6,1,12,2.46,1,warning
8,4,4,3.38,1,danger
0,3,12,1.75,1,warning
7,3,21,7.33,0,danger
6,4,4,2.5,2,danger
5,5,18,6.54,2,danger
5,1,20,1.16,1,warning
5,4,23,2.37,1,danger
8,0,17,0.04,2,warning
1,3,20,7.11,0,warning
0,2,21,4.92,3,safe
5,0,9,8.51,0,warning
9,5,23,3.04,1,danger
10,0,7,8.04,0,danger
7,4,14,5.21,2,danger
2,1,20,0.02,0,safe
9,3,19,1.46,3,danger
0,5,22,3.41,2,warning
8,5,21,4.82,1,danger
0,2,3,0.34,1,safe
2,0,1,6.11,1,safe
7,2,23,3.92,1,danger
2,1,5,3.73,2,warning
3,1,2,1.73,0,warning
7,2,6,4.52,3,danger
0,3,9,0.14,1,warning
5,1,22,0.33,2,warning
0,2,5,6.62,1,safe
0,0,15,1.94,1,safe
7,2,1,2.13,2,danger
10,2,23,1.17,1,danger
3,4,16,2.95,1,warning
0,1,12,0.27,2,safe
9,3,0,1.79,2,danger
6,3,5,3.74,3,danger
4,4,4,3.13,1,danger
4,5,12,40.08,2,danger
0,3,22,2.46,0,warning
9,2,17,2.45,2,danger
10,4,11,3.5,0,danger
5,0,6,1.06,1,warning
8,1,14,10.45,2,danger
8,1,2,4.25,3,danger
7,1,15,1.07,1,warning
4,2,0,7.89,2,warning
0,0,15,0.17,3,safe
8,4,23,20.25,1,danger
0,4,11,10.02,2,warning
7,1,18,4.33,1,warning
4,0,7,0.59,1,safe
2,0,22,1.21,0,safe
10,0,11,1.64,0,danger
6,3,14,1.38,1,danger
6,3,1,3.44,0,danger
8,1,16,14.46,0,warning
6,0,6,2.94,0,warning
10,5,12,5.42,0,danger
2,0,0,5.83,2,safe
10,4,5,10.26,0,danger
0,4,12,0.17,1,warning
7,1,10,2.59,1,warning
2,5,9,7.68,1,danger
7,0,15,8.43,1,warning
7,5,23,13.11,0,danger
4,1,22,6.07,3,warning
0,4,19,1.41,0,warning
9,4,16,3.52,1,danger
6,3,16,0.16,3,danger
9,1,3,5.21,3,danger
4,1,4,4.04,4,warning
7,0,22,5.5,0,warning
8,0,13,13.31,2,warning
10,3,19,5.81,2,danger
6,2,9,1.93,0,warning
6,5,13,1.11,3,danger
0,2,0,9.64,0,safe
3,2,10,1.08,2,warning
1,1,22,0.88,3,safe
1,5,17,1.16,0,warning
1,1,15,3.55,1,safe
3,5,17,0.66,1,danger
0,4,7,13.91,2,warning
3,1,9,16.94,5,warning
1,1,9,18.21,3,safe
4,1,4,0.2,0,warning
2,3,9,14.61,1,warning
7,1,17,29.79,3,danger
3,0,20,14.27,0,safe
0,0,23,5.56,2,safe
0,5,5,6.04,2,warning
9,4,2,0.65,1,danger
2,3,7,10.37,0,warning
8,5,8,0.31,3,danger
6,0,4,1.91,0,warning
1,3,1,23.64,1,warning
8,3,1,2.74,1,danger
9,4,6,0.7,5,danger
1,3,16,17.42,1,warning
2,1,9,20.72,1,warning
10,3,11,1.04,2,danger
9,4,1,10.01,1,danger
1,5,9,2.47,0,warning
2,4,19,2.4,3,warning
5,4,0,1.52,1,danger
8,0,3,0.23,3,danger
8,1,12,1.56,2,danger
6,0,11,0.28,0,warning
2,5,10,12.91,3,danger
3,2,9,5.42,1,warning
5,5,14,10.89,2,danger
10,1,4,6.32,3,danger
4,3,16,0.7,1,warning
1,4,4,14.12,3,warning
5,2,1,11.51,1,warning
2,1,8,2.14,0,safe
7,0,5,0.59,1,warning
1,4,17,6.09,0,warning
0,5,13,6.52,0,warning
8,0,18,11.36,3,warning
2,1,13,0.27,2,safe
10,1,7,0.76,1,danger
0,5,16,4.56,1,warning
6,2,2,4.83,1,danger
9,5,9,0.17,1,danger
4,3,16,2.53,3,danger
4,0,10,4.39,2,warning
0,2,7,6.7,3,safe
8,4,0,1.9,6,danger
6,3,12,3.31,2,danger
7,2,20,8.41,0,danger
8,0,3,15.38,4,danger
5,1,6,1.31,2,warning
4,4,13,1.46,0,danger
5,5,4,14.05,3,danger
10,0,23,2.52,3,danger
1,3,10,6.34,0,warning
3,3,16,4.74,2,warning
2,1,4,1.68,4,warning
6,1,19,5.3,1,warning
8,4,2,5.33,2,danger
4,5,4,4.49,2,danger
5,4,14,0.52,4,danger
9,1,18,26.67,3,danger
1,1,15,2.56,0,safe
2,3,7,5.08,3,warning
2,1,12,10.85,0,safe
8,2,15,2.75,3,danger
6,0,2,7.43,1,warning
7,1,0,17.85,1,warning
10,4,8,2.22,1,danger
9,5,8,2.6,3,danger
10,5,21,11.8,0,danger
8,5,16,0.87,2,danger
5,2,23,0.15,1,warning
3,4,1,11.98,2,danger
0,2,8,8.62,0,safe
7,1,23,17.98,2,danger
6,0,18,0.3,4,warning
1,5,12,0.85,3,danger
7,4,4,0.56,6,danger
4,5,8,5.75,3,danger
6,2,12,4.66,1,warning
3,3,0,2.23,1,warning
4,1,14,0.3,3,warning
7,0,3,5.1,2,warning
0,1,3,4.22,3,safe
0,3,19,0.6,2,warning
3,0,9,11.98,4,warning
2,3,5,1.11,1,warning
9,1,23,6.8,3,danger
1,2,11,10.82,2,warning
2,1,19,4.33,5,warning
10,1,15,1.42,3,danger
10,1,2,1.85,1,danger
10,4,13,10.85,3,danger
0,3,0,1.77,3,warning
0,3,9,6.86,2,warning
5,5,14,23.11,0,danger
4,3,6,43.02,1,danger
7,5,3,3.81,2,danger
1,4,13,8.76,2,warning
3,2,23,23.15,1,warning
7,5,15,2.35,1,danger
5,1,13,1.45,1,warning
0,2,2,0.61,4,warning
3,4,16,0.76,1,warning
0,3,20,9.61,2,warning
1,5,13,4.44,3,danger
4,1,17,10.35,2,warning
7,0,2,7.79,3,warning
7,0,21,5.6,1,warning
10,2,18,4.7,3,danger
2,3,2,0.25,2,warning
10,0,11,10.29,1,danger
3,2,21,2.71,2,warning
9,4,4,4.1,1,danger
10,2,9,0.11,0,danger
5,2,8,13.75,2,warning
10,2,0,11.65,2,danger
10,1,12,3.92,1,danger
9,2,2,4.31,0,danger
2,5,18,6.1,0,warning
1,2,10,1.54,0,safe
5,1,15,1.25,0,warning
10,1,5,5.6,1,danger
4,4,23,0.55,2,danger
9,3,2,3.03,1,danger
4,0,18,3.39,0,safe
9,0,5,2.4,3,danger
4,2,7,1.02,0,warning
9,4,21,2.19,2,danger
4,2,12,2.06,1,warning
2,0,11,3.46,4,safe
6,1,9,5.61,0,warning
5,3,2,17.25,6,danger
3,4,3,0.78,1,danger
1,1,0,10.32,2,safe
8,3,12,1.67,2,danger
0,4,23,4.47,3,warning
10,4,3,3.96,0,danger
3,0,21,4.07,2,safe
0,1,10,6.43,0,safe
5,4,18,2.4,4,danger
3,5,10,1.92,3,danger
4,4,11,9.58,2,danger
4,3,10,1.24,1,warning
8,0,5,0.99,3,danger
0,2,11,0.08,2,safe
1,0,8,1.18,1,safe
5,2,9,3.65,3,warning
4,1,2,3.87,1,warning
10,1,2,1.47,2,danger
6,4,19,0.38,2,danger
2,5,22,6.83,1,danger
2,1,15,7.09,2,safe
9,4,2,30.68,2,danger
1,0,9,11.51,3,safe
2,1,23,13.02,1,safe
9,0,10,8.0,6,danger
0,0,7,4.78,0,safe
4,5,5,0.69,0,danger
4,1,19,4.87,1,warning
10,0,10,0.29,0,danger
6,5,20,10.83,1,danger
3,5,11,3.29,0,danger
2,1,15,5.98,1,safe
0,5,17,0.27,1,warning
7,1,12,3.82,1,warning
2,1,21,1.79,3,warning
1,2,2,1.68,1,warning
10,0,14,2.47,4,danger
3,3,21,0.0,3,warning
2,1,20,3.14,2,safe
0,0,13,3.33,3,safe
2,5,17,9.94,0,warning
1,4,13,2.98,0,warning
7,1,4,2.26,2,danger
5,5,20,26.24,2,danger
8,5,13,4.23,1,danger
7,5,7,3.2,3,danger
9,5,22,3.43,1,danger
2,5,14,8.28,1,danger
4,1,14,2.08,1,warning
6,3,18,2.46,0,danger
4,2,19,7.05,2,warning
7,5,5,0.38,2,danger
4,5,18,10.02,2,danger
0,2,7,2.81,5,warning
4,1,5,4.35,2,warning
3,0,19,7.08,1,safe
5,4,22,1.55,1,danger
2,4,14,11.05,6,danger
10,0,2,19.37,2,danger
4,1,9,3.41,1,warning
1,4,14,13.82,1,warning
10,2,23,0.01,3,danger
5,0,15,11.23,3,warning
5,3,16,1.86,0,warning
4,1,18,1.87,0,warning
5,0,10,1.29,2,warning
10,4,15,1.91,0,danger
6,1,4,1.2,3,warning
4,2,4,11.82,0,warning
0,1,13,11.46,1,safe
7,1,17,0.54,2,warning
3,2,7,0.77,1,warning
8,5,4,9.9,1,danger
9,2,6,2.55,2,danger
5,1,15,0.93,2,warning
0,2,22,3.57,0,safe
2,5,13,2.69,0,warning
2,0,4,1.24,1,safe
9,2,23,6.38,2,danger
3,2,8,4.99,0,warning
5,1,3,0.52,1,warning
6,0,3,12.98,0,warning
9,3,15,4.09,2,danger
3,3,23,1.44,1,warning
5,4,16,1.16,3,danger
10,2,14,0.73,2,danger
0,2,3,2.76,2,safe
7,0,5,0.73,2,warning
6,5,15,2.69,1,danger
10,3,3,0.81,0,danger
10,4,5,5.35,0,danger
8,0,4,7.69,1,warning
2,2,15,3.99,2,warning
1,3,15,5.7,1,warning
0,4,9,13.93,1,warning
2,1,8,5.09,1,safe
4,3,3,2.26,2,danger
10,4,13,2.98,2,danger
1,0,3,9.85,4,safe
2,1,11,0.7,3,warning
3,4,23,1.97,1,danger
6,4,9,4.31,2,danger
2,2,3,5.64,1,warning
8,5,17,7.21,0,danger
7,3,12,1.92,1,danger
3,2,12,0.79,1,warning
0,1,13,15.49,0,safe
0,5,17,0.4,0,warning
0,4,0,0.5,1,warning
0,2,20,3.42,2,safe
7,5,15,8.55,1,danger
2,3,14,7.45,1,warning
5,1,21,13.88,4,warning
2,0,4,0.76,0,safe
10,2,5,2.36,2,danger
4,1,5,1.66,2,warning
6,0,2,9.86,1,warning
1,2,15,3.35,0,safe
5,1,11,0.14,1,warning
5,1,3,6.15,4,warning
10,5,0,2.46,0,danger
2,2,3,3.79,0,warning
5,1,0,11.21,3,warning
9,4,20,1.48,1,danger
9,2,7,1.37,2,danger
4,1,23,1.53,3,warning
1,5,4,2.06,2,danger
8,0,1,0.57,2,warning
7,0,11,5.97,2,warning
2,4,21,1.16,4,danger
7,2,16,13.03,1,danger
8,5,6,1.21,0,danger
2,1,10,1.48,3,warning
2,1,3,1.76,0,safe
1,0,4,7.32,1,safe
7,5,5,2.79,3,danger
9,4,10,8.56,2,danger
0,0,0,7.68,0,safe
7,0,9,13.26,0,warning
6,4,19,7.07,3,danger
6,2,23,0.27,2,danger
2,1,20,9.08,4,warning
0,2,10,13.91,2,safe
3,5,23,25.33,2,danger
8,3,16,0.67,1,danger
4,3,7,4.75,1,warning
0,3,12,1.11,0,safe
4,4,19,1.52,1,danger
7,0,17,6.84,1,warning
7,2,21,19.01,2,danger
4,1,15,4.52,1,warning
8,3,1,9.51,2,danger
0,2,4,0.04,0,safe
3,3,17,0.19,2,warning
2,3,2,4.54,1,warning
1,1,21,2.46,2,safe
7,5,16,11.03,0,danger
6,5,15,1.8,1,danger
8,5,5,2.83,2,danger
1,4,18,3.75,4,warning
3,0,6,1.59,3,safe
5,4,17,11.96,0,danger
10,2,13,3.12,2,danger
2,4,5,2.76,2,warning
7,2,7,9.48,2,danger
2,2,14,1.87,1,warning
1,0,14,8.5,2,safe
2,1,14,0.65,0,safe
10,0,15,1.01,3,danger
5,5,0,15.06,2,danger
1,5,10,9.24,0,warning
7,4,4,2.45,1,danger
0,2,4,5.09,5,warning
6,3,20,14.32,1,danger
1,3,5,1.19,1,warning
9,2,1,0.3,3,danger
5,0,5,3.86,2,warning
1,1,13,0.77,3,safe
1,0,10,1.04,1,safe
9,2,3,11.11,1,danger
7,2,23,0.04,1,danger
1,1,8,8.49,0,safe
6,4,23,3.64,1,danger
2,4,2,4.1,2,warning
7,1,15,5.57,1,warning
6,4,10,2.82,2,danger
7,3,3,0.61,1,danger
6,4,0,0.54,0,danger
10,4,20,7.02,2,danger
5,4,21,1.25,1,danger
6,3,15,0.14,2,danger
4,4,18,19.46,2,danger
6,5,15,19.66,0,danger
0,3,10,2.38,1,warning
0,1,7,0.13,0,safe
8,0,22,6.5,3,danger
4,1,0,8.89,3,warning
4,0,20,0.67,2,warning
2,1,8,0.73,2,safe
4,5,11,8.64,3,danger
2,0,21,12.75,0,safe
8,0,7,7.82,1,warning
8,2,16,1.12,2,danger
5,0,9,2.65,1,warning
0,0,6,4.59,2,safe
6,2,18,0.87,0,warning
6,4,5,1.18,0,danger
9,4,20,1.66,1,danger
9,2,23,3.56,3,danger
3,3,23,3.57,2,warning
7,0,18,8.42,0,warning
5,0,17,6.99,1,warning
3,2,14,12.25,2,warning
3,2,1,8.95,1,warning
1,3,13,1.46,0,warning
1,5,20,2.01,2,warning
3,4,9,3.47,2,danger
4,1,15,0.07,1,warning
7,5,6,11.71,2,danger
5,4,7,0.23,3,danger
3,0,9,1.95,7,warning
10,5,14,4.21,3,danger
6,2,7,3.65,1,warning
7,3,12,5.31,1,danger
1,4,11,3.75,2,warning
6,3,7,1.3,1,danger
1,4,14,1.12,2,warning
1,5,11,11.89,3,danger
7,0,10,1.53,1,warning
1,1,18,1.65,0,safe
10,3,13,2.66,0,danger
8,3,17,0.75,0,danger
0,1,12,3.54,2,safe
8,3,3,5.47,2,danger
0,3,16,7.71,2,warning
9,4,18,6.21,2,danger
9,4,8,0.8,1,danger
1,1,22,3.04,1,safe
5,0,6,0.2,1,warning
5,5,0,0.09,2,danger
0,5,6,2.9,0,warning
6,3,6,1.46,3,danger
7,0,19,5.75,1,warning
1,1,6,6.44,3,safe
7,1,7,11.29,3,danger
8,4,15,7.15,1,danger
5,3,2,0.25,1,danger
4,2,12,2.32,0,warning
8,1,9,1.59,3,danger
10,3,17,2.44,2,danger
8,0,6,0.87,1,warning
0,4,20,0.51,1,warning
10,5,20,3.68,0,danger
2,0,4,6.37,0,safe
8,1,22,6.05,2,danger
10,1,23,3.0,1,danger
1,0,21,3.69,2,safe
3,1,6,3.63,1,warning
3,3,21,5.88,2,warning
1,1,16,0.25,0,safe
2,4,3,6.19,1,warning
2,3,23,4.36,0,warning
0,2,22,1.1,2,safe
5,1,15,0.25,2,warning
7,1,18,0.57,2,warning
2,4,9,3.72,1,warning
4,4,2,7.1,5,danger
0,5,2,2.04,2,warning
9,0,16,2.38,0,warning
6,0,9,13.6,0,warning
9,0,16,1.2,1,warning
0,4,21,0.55,0,warning
10,0,16,2.1,1,danger
8,0,20,6.85,2,warning
7,2,3,4.92,1,danger
6,0,20,2.69,1,warning
9,1,22,16.73,1,danger
6,5,5,6.64,1,danger
4,4,11,0.32,0,danger
4,3,21,6.83,1,warning
10,5,19,0.12,3,danger
4,2,16,5.25,3,warning
0,4,16,1.18,1,warning
7,4,9,5.96,4,danger
10,1,6,1.85,2,danger
0,5,15,10.32,1,warning
3,5,12,2.05,1,danger
8,0,2,4.83,0,warning
8,1,1,1.68,1,danger
4,0,15,12.46,2,warning
3,0,5,7.59,3,warning
2,4,5,1.39,2,warning
2,5,12,14.86,2,danger
4,0,6,2.21,1,safe
9,2,4,5.28,2,danger
0,2,23,6.79,1,safe
4,5,6,0.12,3,danger
5,2,1,15.97,0,warning
6,4,16,2.11,2,danger
8,1,12,1.05,2,danger
2,3,20,9.51,0,warning
1,0,20,6.07,1,safe
2,3,15,0.45,2,warning
8,1,19,0.62,5,danger
6,1,1,6.28,1,warning
8,4,4,0.39,1,danger
1,2,17,12.46,0,safe
4,2,6,6.77,0,warning
3,1,10,2.04,0,safe
1,4,10,2.25,2,warning
8,4,21,3.53,1,danger
8,5,16,2.24,1,danger
5,0,15,7.65,0,warning
10,2,12,18.39,0,danger
5,1,21,4.39,1,warning
7,5,4,2.95,5,danger
5,3,19,1.26,0,warning
0,2,15,5.3,2,safe
3,0,21,5.79,3,safe
6,4,21,5.78,2,danger
1,1,15,0.14,0,safe
8,2,15,11.47,3,danger
7,3,13,2.06,3,danger
7,0,5,6.82,2,warning
6,0,1,7.13,3,warning
3,5,13,5.26,3,danger
1,2,15,2.51,1,safe
2,3,22,4.69,2,warning
5,0,19,0.21,2,warning
4,1,12,7.18,0,warning
7,0,14,0.52,2,warning
5,3,11,2.53,4,danger
5,4,8,0.55,3,danger
0,4,17,9.07,3,warning
3,5,20,4.0,1,danger
4,2,13,5.87,2,warning
10,3,19,5.74,0,danger
2,5,3,9.21,2,danger
8,0,7,0.71,4,danger
0,0,7,5.39,0,safe
5,4,21,4.28,4,danger
5,5,21,0.16,3,danger
9,4,15,1.12,1,danger
4,1,23,1.56,1,warning
4,4,9,0.38,2,danger
9,1,20,2.19,2,danger
4,0,16,0.14,1,safe
5,5,0,4.03,2,danger
7,1,17,1.19,2,warning
1,5,9,1.69,2,warning
5,5,20,12.07,0,danger
0,1,3,3.49,2,safe
3,2,0,1.57,3,warning
9,4,3,4.56,4,danger
2,1,3,1.13,0,safe
8,0,3,0.39,2,warning
2,5,16,0.11,4,danger
5,3,8,15.13,0,warning
0,1,18,6.45,4,safe
5,4,12,8.05,1,danger
3,5,3,19.79,1,danger
7,2,4,13.41,1,danger
10,0,12,6.68,4,danger
8,2,22,5.92,0,danger
3,3,15,2.05,2,warning
9,1,21,0.55,0,danger
9,5,4,4.26,1,danger
5,1,7,4.29,3,warning
0,4,15,15.21,0,warning
3,1,0,2.92,3,warning
6,0,22,5.87,2,warning
0,3,5,4.28,1,warning
7,2,10,0.97,1,danger
9,3,15,4.48,0,danger
10,5,4,3.88,1,danger
5,1,15,3.41,1,warning
4,5,6,3.6,0,danger
9,2,18,0.9,0,danger
10,5,0,3.11,0,danger
